Unique ID,Title,Authors,Authors-revised,Authors (Full Names),Authors (Full Names)-revised
WOS:000445318100028,Introduction to the special issue: Egocentric Vision and Lifelogging,"Dimiccoli, M|Gurrin, C|Crandall, D|Giro-i-Nieto, X|Radeva, P","Dimiccoli, M|Gurrin, C|Crandall, D|Giro-i-Nieto, X|Radeva, P","Dimiccoli, Mariella|Gurrin, Cathal|Crandall, David|Giro-i-Nieto, Xavier|Radeva, Petia","Dimiccoli, Mariella|Gurrin, Cathal|Crandall, David|Giro-i-Nieto, Xavier|Radeva, Petia"
WOS:000432233800001,Utilizing remote sensing and big data to quantify conflict intensity: The Arab Spring as a case study,"Levin, N|Ali, S|Crandall, D","Levin, N|Ali, S|Crandall, D","Levin, Noam|Ali, Saleem|Crandall, David","Levin, Noam|Ali, Saleem|Crandall, David"
WOS:000485488907058,Diverse Beam Search for Improved Description of Complex Scenes,"Vijayakumar, AK|Cogswell, M|Selvaraju, RR|Sun, Q|Lee, S|Crandall, D|Batra, D","Vijayakumar, AK|Cogswell, M|Selvaraju, RR|Sun, Q|Lee, S|Crandall, D|Batra, D","Vijayakumar, Ashwin K.|Cogswell, Michael|Selvaraju, Ramprasaath R.|Sun, Qing|Lee, Stefan|Crandall, David|Batra, Dhruv","Vijayakumar, Ashwin K.|Cogswell, Michael|Selvaraju, Ramprasaath R.|Sun, Qing|Lee, Stefan|Crandall, David|Batra, Dhruv"
WOS:000461823301021,Toddler-Inspired Visual Object Learning,"Bambach, S|Crandall, DJ|Smith, LB|Yu, C","Bambach, S|Crandall, DJ|Smith, LB|Yu, C","Bambach, Sven|Crandall, David J.|Smith, Linda B.|Yu, Chen","Bambach, Sven|Crandall, David J.|Smith, Linda B.|Yu, Chen"
WOS:000457913100047,Estimating Head Motion from Egocentric Vision,"Tsutsui, S|Bambach, S|Crandall, D|Yu, C","Tsutsui, S|Bambach, S|Crandall, D|Yu, C","Tsutsui, Satoshi|Bambach, Sven|Crandall, David|Yu, Chen","Tsutsui, Satoshi|Bambach, Sven|Crandall, David|Yu, Chen"
WOS:000457636800138,Minimizing Supervision for Free-space Segmentation,"Tsutsui, S|Kerola, T|Saito, S|Crandall, DJ","Tsutsui, S|Kerola, T|Saito, S|Crandall, DJ","Tsutsui, Satoshi|Kerola, Tommi|Saito, Shunta|Crandall, David J.","Tsutsui, Satoshi|Kerola, Tommi|Saito, Shunta|Crandall, David J."
WOS:000451039804033,AUTOMATED TRACKING OF 2D AND 3D ICE RADAR IMAGERY USING VITERBI AND TRW-S,"Berger, V|Xu, MZ|Chu, SE|Crandall, D|Paden, J|Fox, GC","Berger, V|Xu, MZ|Chu, SE|Crandall, D|Paden, J|Fox, GC","Berger, Victor|Xu, Mingze|Chu, Shane|Crandall, David|Paden, John|Fox, Geoffrey C.","Berger, Victor|Xu, Mingze|Chu, Shane|Crandall, David|Paden, John|Fox, Geoffrey C."
WOS:000442172700153,Crossover Analysis and Automated Layer-Tracking Assessment of the Extracted DEM of the Basal Topography of the Canadian Arctic Archipelago Ice-Cap,"Al-Ibadi, M|Sprick, J|Athinarapu, S|Berger, V|Stumpf, T|Paden, J|Leuschen, C|Rodriguez, F|Xu, MZ|Crandall, D|Fox, G|Burgess, D|Sharp, M|Copland, L|Van Wychen, W","Al-Ibadi, M|Sprick, J|Athinarapu, S|Berger, V|Stumpf, T|Paden, J|Leuschen, C|Rodriguez, F|Xu, MZ|Crandall, D|Fox, G|Burgess, D|Sharp, M|Copland, L|Van Wychen, W","Al-Ibadi, Mohanad|Sprick, Jordan|Athinarapu, Sravya|Berger, Victor|Stumpf, Theresa|Paden, John|Leuschen, Carl|Rodriguez, Fernando|Xu, Mingze|Crandall, David|Fox, Geoffrey|Burgess, David|Sharp, Martin|Copland, Luke|Van Wychen, Wesley","Al-Ibadi, Mohanad|Sprick, Jordan|Athinarapu, Sravya|Berger, Victor|Stumpf, Theresa|Paden, John|Leuschen, Carl|Rodriguez, Fernando|Xu, Mingze|Crandall, David|Fox, Geoffrey|Burgess, David|Sharp, Martin|Copland, Luke|Van Wychen, Wesley"
WOS:000434349200138,Multi-Task Spatiotemporal Neural Networks for Structured Surface Reconstruction,"Xu, MZ|Fan, CY|Paden, JD|Fox, GC|Crandall, DJ","Xu, MZ|Fan, CY|Paden, JD|Fox, GC|Crandall, DJ","Xu, Mingze|Fan, Chenyou|Paden, John D.|Fox, Geoffrey C.|Crandall, David J.","Xu, Mingze|Fan, Chenyou|Paden, John D.|Fox, Geoffrey C.|Crandall, David J."
WOS:000434349200172,Fully-Coupled Two-Stream Spatiotemporal Networks for Extremely Low Resolution Action Recognition,"Xu, MZ|Sharghi, A|Chen, X|Crandall, DJ","Xu, MZ|Sharghi, A|Chen, X|Crandall, DJ","Xu, Mingze|Sharghi, Aidean|Chen, Xin|Crandall, David J.","Xu, Mingze|Sharghi, Aidean|Chen, Xin|Crandall, David J."
WOS:000509673100047,Viewer Experience of Obscuring Scene Elements in Photos to Enhance Privacy,"Hasan, R|Hassan, E|Li, YF|Caine, K|Crandall, DJ|Hoyle, R|Kapadia, A","Hasan, R|Hassan, E|Li, YF|Caine, K|Crandall, DJ|Hoyle, R|Kapadia, A","Hasan, Rakibul|Hassan, Eman|Li, Yifang|Caine, Kelly|Crandall, David J.|Hoyle, Roberto|Kapadia, Apu","Hasan, Rakibul|Hassan, Eman|Li, Yifang|Caine, Kelly|Crandall, David J.|Hoyle, Roberto|Kapadia, Apu"
WOS:000401965900010,"Understanding the Physical Safety, Security, and Privacy Concerns of People with Visual Impairments","Ahmed, T|Hoyle, R|Shaffer, P|Connelly, K|Crandall, D|Kapadia, A","Ahmed, T|Hoyle, R|Shaffer, P|Connelly, K|Crandall, D|Kapadia, A","Ahmed, Tousif|Hoyle, Roberto|Shaffer, Patrick|Connelly, Kay|Crandall, David|Kapadia, Apu","Ahmed, Tousif|Hoyle, Roberto|Shaffer, Patrick|Connelly, Kay|Crandall, David|Kapadia, Apu"
WOS:000425498402081,A Unified Model for Near and Remote Sensing,"Workman, S|Zhai, MH|Crandall, DJ|Jacobs, N","Workman, S|Zhai, MH|Crandall, DJ|Jacobs, N","Workman, Scott|Zhai, Menghua|Crandall, David J.|Jacobs, Nathan","Workman, Scott|Zhai, Menghua|Crandall, David J.|Jacobs, Nathan"
WOS:000393748300029,An efficient system to fund science: from proposal review to peer-to-peer distributions,"Bollen, J|Crandall, D|Junk, D|Ding, Y|Borner, K","Bollen, J|Crandall, D|Junk, D|Ding, Y|Borner, K","Bollen, Johan|Crandall, David|Junk, Damion|Ding, Ying|Boerner, Katy","Bollen, Johan|Crandall, David|Junk, Damion|Ding, Ying|Boerner, Katy"
WOS:000428410700069,AUTOMATIC ESTIMATION OF ICE BOTTOM SURFACES FROM RADAR IMAGERY,"Xu, MZ|Crandall, DJ|Fox, GC|Paden, JD","Xu, MZ|Crandall, DJ|Fox, GC|Paden, JD","Xu, Mingze|Crandall, David J.|Fox, Geoffrey C.|Paden, John D.","Xu, Mingze|Crandall, David J.|Fox, Geoffrey C.|Paden, John D."
WOS:000426954601030,DEM EXTRACTION OF THE BASAL TOPOGRAPHY OF THE CANADIAN ARCHIPELAGO ICE CAPS VIA 2D AUTOMATED LAYER-TRACKER,"Al-Ibadi, M|Sprick, J|Athinarapu, S|Stumpf, T|Paden, J|Leuschen, C|Rodriguez, F|Xu, MZ|Crandall, D|Fox, G|Burgess, D|Sharp, M|Copland, L|Van Wychen, W","Al-Ibadi, M|Sprick, J|Athinarapu, S|Stumpf, T|Paden, J|Leuschen, C|Rodriguez, F|Xu, MZ|Crandall, D|Fox, G|Burgess, D|Sharp, M|Copland, L|Van Wychen, W","Al-Ibadi, Mohanad|Sprick, Jordan|Athinarapu, Sravya|Stumpf, Theresa|Paden, John|Leuschen, Carl|Rodriguez, Fernando|Xu, Mingze|Crandall, David|Fox, Geoffrey|Burgess, David|Sharp, Martin|Copland, Luke|Van Wychen, Wesley","Al-Ibadi, Mohanad|Sprick, Jordan|Athinarapu, Sravya|Stumpf, Theresa|Paden, John|Leuschen, Carl|Rodriguez, Fernando|Xu, Mingze|Crandall, David|Fox, Geoffrey|Burgess, David|Sharp, Martin|Copland, Luke|Van Wychen, Wesley"
WOS:000426970505069,Understanding the Aesthetic Evolution of Websites: Towards a Notion of Design Periods,"Chen, W|Crandall, DJ|Su, NM","Chen, W|Crandall, DJ|Su, NM","Chen, Wen|Crandall, David J.|Su, Norman Makoto","Chen, Wen|Crandall, David J.|Su, Norman Makoto"
WOS:000426448300168,Cartooning for Enhanced Privacy in Lifelogging and Streaming Videos,"Hassan, ET|Hasan, R|Shaffer, P|Crandall, D|Kapadia, A","Hassan, ET|Hasan, R|Shaffer, P|Crandall, D|Kapadia, A","Hassan, Eman T.|Hasan, Rakibul|Shaffer, Patrick|Crandall, David|Kapadia, Apu","Hassan, Eman T.|Hasan, Rakibul|Shaffer, Patrick|Crandall, David|Kapadia, Apu"
WOS:000425239602099,Exploring Inter-Observer Differences in First-Person Object Views using Deep Learning Models,"Bambach, S|Zhang, ZH|Crandall, DJ|Yu, C","Bambach, S|Zhang, ZH|Crandall, DJ|Yu, C","Bambach, Sven|Zhang, Zehua|Crandall, David J.|Yu, Chen","Bambach, Sven|Zhang, Zehua|Crandall, David J.|Yu, Chen"
WOS:000418371404087,Identifying First-person Camera Wearers in Third-person Videos,"Fan, CY|Lee, J|Xu, MZ|Singh, KK|Lee, YJ|Crandall, DJ|Ryoo, MS","Fan, CY|Lee, J|Xu, MZ|Singh, KK|Lee, YJ|Crandall, DJ|Ryoo, MS","Fan, Chenyou|Lee, Jangwon|Xu, Mingze|Singh, Krishna Kumar|Lee, Yong Jae|Crandall, David J.|Ryoo, Michael S.","Fan, Chenyou|Lee, Jangwon|Xu, Mingze|Singh, Krishna Kumar|Lee, Yong Jae|Crandall, David J.|Ryoo, Michael S."
WOS:000411203500006,"Real-Time, Cloud-based Object Detection for Unmanned Aerial Vehicles","Lee, J|Wang, JY|Crandall, D|Sabanovic, S|Fox, G","Lee, J|Wang, JY|Crandall, D|Sabanovic, S|Fox, G","Lee, Jangwon|Wang, Jingya|Crandall, David|Sabanovic, Selma|Fox, Geoffrey","Lee, Jangwon|Wang, Jingya|Crandall, David|Sabanovic, Selma|Fox, Geoffrey"
WOS:000464822500083,A Data Driven Approach for Compound Figure Separation Using Convolutional Neural Networks,"Tsutsui, S|Crandall, DJ","Tsutsui, S|Crandall, DJ","Tsutsui, Satoshi|Crandall, David J.","Tsutsui, Satoshi|Crandall, David J."
WOS:000454739700022,Addressing supply chain risks of microelectronic devices through computer vision,"Chen, ZH|Wanyan, TY|Rao, R|Cutilli, B|Sowinski, J|Crandall, D|Templeman, R","Chen, ZH|Wanyan, TY|Rao, R|Cutilli, B|Sowinski, J|Crandall, D|Templeman, R","Chen, Zhenhua|Wanyan, Tingyi|Rao, Ramya|Cutilli, Benjamin|Sowinski, James|Crandall, David|Templeman, Robert","Chen, Zhenhua|Wanyan, Tingyi|Rao, Ramya|Cutilli, Benjamin|Sowinski, James|Crandall, David|Templeman, Robert"
WOS:000491967600040,An Egocentric Perspective on Active Vision and Visual Object Learning in Toddlers,"Bambach, S|Crandall, DJ|Smh, ILB|Yu, C","Bambach, S|Crandall, DJ|Smh, ILB|Yu, C","Bambach, Sven|Crandall, David J.|Smh, Linda B. it|Yu, Chen","Bambach, Sven|Crandall, David J.|Smh, Linda B. it|Yu, Chen"
WOS:000461555400041,A Deep Study into the History of Web Design,"Doosti, B|Crandall, DJ|Su, NM","Doosti, B|Crandall, DJ|Su, NM","Doosti, Bardia|Crandall, David J.|Su, Norman Makoto","Doosti, Bardia|Crandall, David J.|Su, Norman Makoto"
WOS:000391082300012,Reports of the Workshops Held at the 2016 International AAAI Conference on Web and Social Media,"An, J|Crandall, DJ|Fedorov, R|Fiesler, C|Giglietto, F|Heravi, B|Pater, J|Pelechrinis, K|Quercia, D|Weller, K|Zubiaga, A","An, J|Crandall, DJ|Fedorov, R|Fiesler, C|Giglietto, F|Heravi, B|Pater, J|Pelechrinis, K|Quercia, D|Weller, K|Zubiaga, A","An, Jisun|Crandall, David J.|Fedorov, Roman|Fiesler, Casey|Giglietto, Fabio|Heravi, Bahareh|Pater, Jessica|Pelechrinis, Konstantinos|Quercia, Daniele|Weller, Katrin|Zubiaga, Arkaitz","An, Jisun|Crandall, David J.|Fedorov, Roman|Fiesler, Casey|Giglietto, Fabio|Heravi, Bahareh|Pater, Jessica|Pelechrinis, Konstantinos|Quercia, Daniele|Weller, Katrin|Zubiaga, Arkaitz"
WOS:000383539400004,Sentiment/subjectivity analysis survey for languages other than English,"Korayem, M|Aljadda, K|Crandall, D","Korayem, M|Aljadda, K|Crandall, D","Korayem, Mohammed|Aljadda, Khalifeh|Crandall, David","Korayem, Mohammed|Aljadda, Khalifeh|Crandall, David"
WOS:000385623900031,"Scale matters: differences between local, regional, and global analyses","Levin, N|Crandall, D|Kark, S","Levin, N|Crandall, D|Kark, S","Levin, Noam|Crandall, David|Kark, Salit","Levin, Noam|Crandall, David|Kark, Salit"
WOS:000398104400008,Recognizing Landmarks in Large-Scale Social Image Collections,"Crandall, DJ|Li, YP|Lee, S|Huttenlocher, DP","Crandall, DJ|Li, YP|Lee, S|Huttenlocher, DP","Crandall, David J.|Li, Yunpeng|Lee, Stefan|Huttenlocher, Daniel P.","Crandall, David J.|Li, Yunpeng|Lee, Stefan|Huttenlocher, Daniel P."
WOS:000401474000027,Objects in the Center: How the Infant's Body Constrains Infant Scenes,"Bambach, S|Smith, LB|Crandall, DJ|Yu, C","Bambach, S|Smith, LB|Crandall, DJ|Yu, C","Bambach, Sven|Smith, Linda B.|Crandall, David J.|Yu, Chen","Bambach, Sven|Smith, Linda B.|Crandall, David J.|Yu, Chen"
WOS:000380532904027,Enhancing Lifelogging Privacy by Detecting Screens,"Korayem, M|Templeman, R|Chen, D|Crandall, D|Kapadia, A","Korayem, M|Templeman, R|Chen, D|Crandall, D|Kapadia, A","Korayem, Mohammed|Templeman, Robert|Chen, Dennis|Crandall, David|Kapadia, Apu","Korayem, Mohammed|Templeman, Robert|Chen, Dennis|Crandall, David|Kapadia, Apu"
WOS:000458973702017,Stochastic Multiple Choice Learning for Training Diverse Deep Ensembles,"Lee, S|Purushwalkam, S|Cogswell, M|Ranjan, V|Crandall, D|Batra, D","Lee, S|Purushwalkam, S|Cogswell, M|Ranjan, V|Crandall, D|Batra, D","Lee, Stefan|Purushwalkam, Senthil|Cogswell, Michael|Ranjan, Viresh|Crandall, David|Batra, Dhruv","Lee, Stefan|Purushwalkam, Senthil|Cogswell, Michael|Ranjan, Viresh|Crandall, David|Batra, Dhruv"
WOS:000367210700008,Where have all the people gone? Enhancing global conservation using night lights and social media,"Levin, N|Kark, S|Crandall, D","Levin, N|Kark, S|Crandall, D","Levin, Noam|Kark, Salit|Crandall, David","Levin, Noam|Kark, Salit|Crandall, David"
WOS:000350183700003,Human pose estimation via multi-layer composite models,"Duan, K|Batra, D|Crandall, DJ","Duan, K|Batra, D|Crandall, DJ","Duan, Kun|Batra, Dhruv|Crandall, David J.","Duan, Kun|Batra, Dhruv|Crandall, David J."
WOS:000380609500054,Viewpoint Integration for Hand-Based Recognition of Social Interactions from a First-Person View,"Bambach, S|Crandall, DJ|Yu, C","Bambach, S|Crandall, DJ|Yu, C","Bambach, Sven|Crandall, David J.|Yu, Chen","Bambach, Sven|Crandall, David J.|Yu, Chen"
WOS:000380414100218,Lending A Hand: Detecting Hands and Recognizing Activities in Complex Egocentric Interactions,"Bambach, S|Lee, S|Crandall, DJ|Yu, C","Bambach, S|Lee, S|Crandall, DJ|Yu, C","Bambach, Sven|Lee, Stefan|Crandall, David J.|Yu, Chen","Bambach, Sven|Lee, Stefan|Crandall, David J.|Yu, Chen"
WOS:000380532600072,Predicting Geo-informative Attributes in Large-scale Image Collections using Convolutional Neural Networks,"Lee, S|Zhang, HP|Crandall, DJ","Lee, S|Zhang, HP|Crandall, DJ","Lee, Stefan|Zhang, Haipeng|Crandall, David J.","Lee, Stefan|Zhang, Haipeng|Crandall, David J."
WOS:000412395501083,Sensitive Lifelogs: A Privacy Analysis of Photos from Wearable Cameras,"Hoyle, R|Templeman, R|Anthony, D|Crandall, D|Kapadia, A","Hoyle, R|Templeman, R|Anthony, D|Crandall, D|Kapadia, A","Hoyle, Roberto|Templeman, Robert|Anthony, Denise|Crandall, David|Kapadia, Apu","Hoyle, Roberto|Templeman, Robert|Anthony, Denise|Crandall, David|Kapadia, Apu"
WOS:000412395503061,Privacy Concerns and Behaviors of People with Visual Impairments,"Ahmed, T|Hoyle, R|Connelly, K|Crandall, D|Kapadia, A","Ahmed, T|Hoyle, R|Connelly, K|Crandall, D|Kapadia, A","Ahmed, Tousif|Hoyle, Roberto|Connelly, Kay|Crandall, David|Kapadia, Apu","Ahmed, Tousif|Hoyle, Roberto|Connelly, Kay|Crandall, David|Kapadia, Apu"
WOS:000335579900008,"Response: ""Why we still need grant peer review""","Bollen, J|Crandall, D|Junk, D|Ding, Y|Borner, K","Bollen, J|Crandall, D|Junk, D|Ding, Y|Borner, K","Bollen, Johan|Crandall, David|Junk, Damion|Ding, Ying|Boerner, Katy","Bollen, Johan|Crandall, David|Junk, Damion|Ding, Ying|Boerner, Katy"
WOS:000331365900005,From funding agencies to scientific agency,"Bollen, J|Crandall, D|Junk, D|Ding, Y|Borner, K","Bollen, J|Crandall, D|Junk, D|Ding, Y|Borner, K","Bollen, Johan|Crandall, David|Junk, Damion|Ding, Ying|Boerner, Katy","Bollen, Johan|Crandall, David|Junk, Damion|Ding, Ying|Boerner, Katy"
WOS:000361555602065,Multimodal Learning in Loosely-organized Web Images,"Duan, K|Crandall, DJ|Batra, D","Duan, K|Crandall, DJ|Batra, D","Duan, Kun|Crandall, David J.|Batra, Dhruv","Duan, Kun|Crandall, David J.|Batra, Dhruv"
WOS:000356144800048,Attribute-based Vehicle Recognition using Viewpoint-aware Multiple Instance SVMs,"Duan, K|Marchesotti, L|Crandall, DJ","Duan, K|Marchesotti, L|Crandall, DJ","Duan, Kun|Marchesotti, Luca|Crandall, David J.","Duan, Kun|Marchesotti, Luca|Crandall, David J."
WOS:000349552300085,This Hand Is My Hand: A Probabilistic Approach to Hand Disambiguation in Egocentric Video,"Lee, S|Bambach, S|Crandall, DJ|Franchak, JM|Yu, C","Lee, S|Bambach, S|Crandall, DJ|Franchak, JM|Yu, C","Lee, Stefan|Bambach, Sven|Crandall, David J.|Franchak, John M.|Yu, Chen","Lee, Stefan|Bambach, Sven|Crandall, David J.|Franchak, John M.|Yu, Chen"
WOS:000370063600023,ESTIMATING BEDROCK AND SURFACE LAYER BOUNDARIES AND CONFIDENCE INTERVALS IN ICE SHEET RADAR IMAGERY USING MCMC,"Lee, S|Mitchell, J|Crandall, DJ|Fox, GC","Lee, S|Mitchell, J|Crandall, DJ|Fox, GC","Lee, Stefan|Mitchell, Jerome|Crandall, David J.|Fox, Geoffrey C.","Lee, Stefan|Mitchell, Jerome|Crandall, David J.|Fox, Geoffrey C."
WOS:000455940400058,Privacy Behaviors of Lifeloggers using Wearable Cameras,"Hoyle, R|Templeman, R|Armes, S|Anthony, D|Crandall, D|Kapadia, A","Hoyle, R|Templeman, R|Armes, S|Anthony, D|Crandall, D|Kapadia, A","Hoyle, Roberto|Templeman, Robert|Armes, Steven|Anthony, Denise|Crandall, David|Kapadia, Apu","Hoyle, Roberto|Templeman, Robert|Armes, Steven|Anthony, Denise|Crandall, David|Kapadia, Apu"
WOS:000326502200003,SfM with MRFs: Discrete-Continuous Optimization for Large-Scale Structure from Motion,"Crandall, DJ|Owens, A|Snavely, N|Huttenlocher, DP","Crandall, DJ|Owens, A|Snavely, N|Huttenlocher, DP","Crandall, David J.|Owens, Andrew|Snavely, Noah|Huttenlocher, Daniel P.","Crandall, David J.|Owens, Andrew|Snavely, Noah|Huttenlocher, Daniel P."
WOS:000327342300044,A Semi-Automatic Approach for Estimating Bedrock and Surface Layers from Multichannel Coherent Radar Depth Sounder Imagery,"Mitchell, JE|Crandall, DJ|Fox, GC|Rahnemoonfar, M|Paden, JD","Mitchell, JE|Crandall, DJ|Fox, GC|Rahnemoonfar, M|Paden, JD","Mitchell, Jerome E.|Crandall, David J.|Fox, Geoffrey C.|Rahnemoonfar, Maryam|Paden, John D.","Mitchell, Jerome E.|Crandall, David J.|Fox, Geoffrey C.|Rahnemoonfar, Maryam|Paden, John D."
WOS:000349847200062,Observing the natural world with Flickr,"Wang, JY|Korayem, M|Crandall, DJ","Wang, JY|Korayem, M|Crandall, DJ","Wang, Jingya|Korayem, Mohammed|Crandall, David J.","Wang, Jingya|Korayem, Mohammed|Crandall, David J."
WOS:000345638904039,A SEMI-AUTOMATIC APPROACH FOR ESTIMATING NEAR SURFACE INTERNAL LAYERS FROM SNOW RADAR IMAGERY,"Mitchell, JE|Crandall, DJ|Fox, GC|Paden, JD","Mitchell, JE|Crandall, DJ|Fox, GC|Paden, JD","Mitchell, Jerome E.|Crandall, David J.|Fox, Geoffrey C.|Paden, John D.","Mitchell, Jerome E.|Crandall, David J.|Fox, Geoffrey C.|Paden, John D."
WOS:000341381400035,Understanding Embodied Visual Attention in Child-Parent Interaction,"Bambach, S|Crandall, DJ|Yu, C","Bambach, S|Crandall, DJ|Yu, C","Bambach, Sven|Crandall, David J.|Yu, Chen","Bambach, Sven|Crandall, David J.|Yu, Chen"
WOS:000304442000023,Modeling People and Places with Internet Photo Collections,"Crandall, D|Snavely, N","Crandall, D|Snavely, N","Crandall, David|Snavely, Noah","Crandall, David|Snavely, Noah"
WOS:000313536800011,Solving Avatar Captchas Automatically,"Korayem, M|Mohamed, AA|Crandall, D|Yampolskiy, RV","Korayem, M|Mohamed, AA|Crandall, D|Yampolskiy, RV","Korayem, Mohammed|Mohamed, Abdallah A.|Crandall, David|Yampolskiy, Roman V.","Korayem, Mohammed|Mohamed, Abdallah A.|Crandall, David|Yampolskiy, Roman V."
WOS:000313536800014,Subjectivity and Sentiment Analysis of Arabic: A Survey,"Korayem, M|Crandall, D|Abdul-Mageed, M","Korayem, M|Crandall, D|Abdul-Mageed, M","Korayem, Mohammed|Crandall, David|Abdul-Mageed, Muhammad","Korayem, Mohammed|Crandall, David|Abdul-Mageed, Muhammad"
WOS:000309166203081,Discovering Localized Attributes for Fine-grained Recognition,"Duan, K|Parikh, D|Crandall, D|Grauman, K","Duan, K|Parikh, D|Crandall, D|Grauman, K","Duan, Kun|Parikh, Devi|Crandall, David|Grauman, Kristen","Duan, Kun|Parikh, Devi|Crandall, David|Grauman, Kristen"
WOS:000427255800100,Learning visual features for the Avatar Captcha Recognition Challenge,"Korayem, M|Mohamed, AA|Crandall, D|Yampolskiy, RV","Korayem, M|Mohamed, AA|Crandall, D|Yampolskiy, RV","Korayem, Mohammed|Mohamed, Abdallah A.|Crandall, David|Yampolskiy, Roman V.","Korayem, Mohammed|Mohamed, Abdallah A.|Crandall, David|Yampolskiy, Roman V."
WOS:000343660601153,Layer-finding in Radar Echograms using Probabilistic Graphical Models,"Crandall, DJ|Fox, GC|Paden, JD","Crandall, DJ|Fox, GC|Paden, JD","Crandall, David J.|Fox, Geoffrey C.|Paden, John D.","Crandall, David J.|Fox, Geoffrey C.|Paden, John D."
WOS:000346356200112,A Multi-layer Composite Model for Human Pose Estimation,"Duan, K|Batra, D|Crandall, D","Duan, K|Batra, D|Crandall, D","Duan, Kun|Batra, Dhruv|Crandall, David","Duan, Kun|Batra, Dhruv|Crandall, David"
WOS:000295615803036,Discrete-Continuous Optimization for Large-Scale Structure from Motion,"Crandall, D|Owens, A|Snavely, N|Huttenlocher, D","Crandall, D|Owens, A|Snavely, N|Huttenlocher, D","Crandall, David|Owens, Andrew|Snavely, Noah|Huttenlocher, Dan","Crandall, David|Owens, Andrew|Snavely, Noah|Huttenlocher, Dan"
WOS:000291185900008,"NETWORKS OF PHOTOS, LANDMARKS, AND PEOPLE","Crandall, D|Snavely, N","Crandall, D|Snavely, N","Crandall, David|Snavely, Noah","Crandall, David|Snavely, Noah"
WOS:000285684200020,Inferring social ties from geographic coincidences,"Crandall, DJ|Backstrom, L|Cosley, D|Suri, S|Huttenlocher, D|Kleinberg, J","Crandall, DJ|Backstrom, L|Cosley, D|Suri, S|Huttenlocher, D|Kleinberg, J","Crandall, David J.|Backstrom, Lars|Cosley, Dan|Suri, Siddharth|Huttenlocher, Daniel|Kleinberg, Jon","Crandall, David J.|Backstrom, Lars|Cosley, Dan|Suri, Siddharth|Huttenlocher, Daniel|Kleinberg, Jon"
WOS:000434470400011,Scaling Up Ensemble of Adaptations for Classification by Approximate Nearest Neighbor Retrieval,"Jalali, V|Leake, D","Jalali, V|Leake, D","Jalali, Vahid|Leake, David","Jalali, Vahid|Leake, David"
WOS:000434470400029,Maintenance for Case Streams: A Streaming Approach to Competence-Based Deletion,"Zhang, Y|Zhang, S|Leake, D","Zhang, Y|Zhang, S|Leake, D","Zhang, Yang|Zhang, Su|Leake, David","Zhang, Yang|Zhang, Su|Leake, David"
WOS:000405375000002,Learning and applying adaptation rules for categorical features: An ensemble approach,"Jalali, V|Leake, D|Forouzandehmehr, N","Jalali, V|Leake, D|Forouzandehmehr, N","Jalali, Vahid|Leake, David|Forouzandehmehr, Najmeh","Jalali, Vahid|Leake, David|Forouzandehmehr, Najmeh"
WOS:000393184000012,Mining for Topics to Suggest Knowledge Model Extensions,"Lorenzetti, C|Maguitman, A|Leake, D|Menczer, F|Reichherzer, T","Lorenzetti, C|Maguitman, A|Leake, D|Menczer, F|Reichherzer, T","Lorenzetti, Carlos|Maguitman, Ana|Leake, David|Menczer, Filippo|Reichherzer, Thomas","Lorenzetti, Carlos|Maguitman, Ana|Leake, David|Menczer, Filippo|Reichherzer, Thomas"
WOS:000372260200001,Guest editors' introduction: special issue on case-based reasoning,"Leake, DB|Smyth, B|Weber, R","Leake, DB|Smyth, B|Weber, R","Leake, David B.|Smyth, Barry|Weber, Rosina","Leake, David B.|Smyth, Barry|Weber, Rosina"
WOS:000372260200002,Enhancing case-based regression with automatically-generated ensembles of adaptations,"Jalali, V|Leake, D","Jalali, V|Leake, D","Jalali, Vahid|Leake, David","Jalali, Vahid|Leake, David"
WOS:000389799100013,Ensemble of Adaptations for Classification: Learning Adaptation Rules for Categorical Features,"Jalali, V|Leake, D|Forouzandehmehr, N","Jalali, V|Leake, D|Forouzandehmehr, N","Jalali, Vahid|Leake, David|Forouzandehmehr, Najmeh","Jalali, Vahid|Leake, David|Forouzandehmehr, Najmeh"
WOS:000389799100016,Adaptation-Guided Feature Deletion: Testing Recoverability to Guide Case Compression,"Leake, D|Schack, B","Leake, D|Schack, B","Leake, David|Schack, Brian","Leake, David|Schack, Brian"
WOS:000385793700137,"A Computational Method for Extracting, Representing, and Predicting Social Closeness","Metcalf, K|Leake, D","Metcalf, K|Leake, D","Metcalf, Katherine|Leake, David","Metcalf, Katherine|Leake, David"
WOS:000380541000091,Transfer Learning via Relational Type Matching,"Kumaraswamy, R|Odom, P|Kersting, K|Leake, D|Natarajan, S","Kumaraswamy, R|Odom, P|Kersting, K|Leake, D|Natarajan, S","Kumaraswamy, Raksha|Odom, Phillip|Kersting, Kristian|Leake, David|Natarajan, Sriraam","Kumaraswamy, Raksha|Odom, Phillip|Kersting, Kristian|Leake, David|Natarajan, Sriraam"
WOS:000367594000013,CBR Meets Big Data: A Case Study of Large-Scale Adaptation Rule Generation,"Jalali, V|Leake, D","Jalali, V|Leake, D","Jalali, Vahid|Leake, David","Jalali, Vahid|Leake, David"
WOS:000367594000015,Flexible Feature Deletion: Compacting Case Bases by Selectively Compressing Case Contents,"Leake, D|Schack, B","Leake, D|Schack, B","Leake, David|Schack, Brian","Leake, David|Schack, Brian"
